id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
50811220,"Spacious, Bright Studio",65363061,Hannah,,Piedmont,45.5712,-122.67022,Entire home/apt,69,7,3,11/30/2021,1.38,1,33,3,City registration pending
50811298,"Private urban retreat, new build, 1bedroom, sleep4",410702782,Trevor And Gina,,Woodlawn,45.57172,-122.64369,Entire home/apt,139,2,7,11/23/2021,2,1,344,7,20-209658-000-00-HO
50895981,Everything you need | 2BR in Portland,359069961,Casey,,Northwest District,45.53262,-122.68988,Entire home/apt,202,120,0,,,39,365,0,
50896749,PDX: House on Hassalo,1794276,Kathleen,,Montavilla,45.53226,-122.57771,Entire home/apt,86,2,3,12/17/2021,1.36,1,245,3,City registration pending
50898082,Bright and beautiful 2 bedroom Loft,317918819,Phil,,Northwest District,45.53588,-122.69872,Entire home/apt,104,31,1,9/1/2021,0.27,2,273,1,
50912730,Newly remodeled Guest studio,28754227,Eugenio,,Piedmont,45.57474,-122.67648,Entire home/apt,63,2,9,10/31/2021,1.73,1,334,9,City registration pending
50916194,Sunny one bedroom flat  with private yard,411719178,Melanie,,Hayhurst,45.48213,-122.7317,Entire home/apt,132,2,9,9/30/2021,1.72,1,179,9,City registration pending
50920934,Beautiful modern space close to Mississippi Street,8325660,Elle,,Boise,45.54836,-122.67686,Entire home/apt,109,1,18,12/12/2021,6.84,1,303,18,City registration pending
50933835,"NEW! Artsy PNW Home w/ Hot Tub, Half Mi to River!",121688409,Evolve,,Boise,45.55062,-122.67807,Entire home/apt,247,3,9,12/7/2021,2.25,3,343,9,20-126674-000-00-HO
50935439,Backyard Garden Studio,65298032,Celia,,Arbor Lodge,45.56682,-122.69322,Entire home/apt,71,2,42,12/14/2021,8.18,1,268,42,20-134098-000-00-HO
50951780,Charming Crafstman Suite with Sitting Area and AC!,4256569,Carie,,Laurelhurst,45.53202,-122.63018,Private room,48,1,16,12/5/2021,3.1,4,0,16,17-268544-000-00-LU
50956404,Finch Studio Cottage in Montavilla,412106184,Judy,,Montavilla,45.52077,-122.57452,Entire home/apt,75,3,24,12/15/2021,5.07,1,140,24,City registration pending
50978165,Stunning Apartment in the Heart of Mississippi Ave,7409866,Bryan,,Boise,45.54978,-122.67435,Entire home/apt,118,1,20,12/7/2021,4.96,11,362,20,City registration pending
51003577,2 Bedroom Home near Mississippi Ave,516025,Elizabeth,,Humboldt,45.55977,-122.67575,Entire home/apt,124,2,8,12/8/2021,3.12,1,4,8,City registration pending
51004521,Portland's Finest - Luxury Pearl District 4 BR,356211715,Cheyenne,,Northwest District,45.53233,-122.6874,Entire home/apt,170,2,25,12/18/2021,4.78,3,292,25,Exempt
51004705,Lovely location. 4 BR Pearl apt. Sleeps 8.,356211715,Cheyenne,,Northwest District,45.53179,-122.68906,Entire home/apt,117,2,24,12/16/2021,4.65,3,312,24,Exempt
51004851,Unique 8 BR Private Home in Pearl District,356211715,Cheyenne,,Northwest District,45.53048,-122.68893,Entire home/apt,531,2,10,12/12/2021,2.48,3,283,10,Exempt
51015713,Urban Charmer Close to Restaurants and Shops,3851254,Chelsie & Todd,,Northwest District,45.52687,-122.6957,Entire home/apt,320,30,1,12/4/2021,1,1,290,1,
51038540,Ross Island Rooftop 2-bedroom with All the Views,158074447,Sarah,,Brooklyn Action Corps,45.5007,-122.65835,Entire home/apt,90,31,2,10/21/2021,0.64,7,150,2,
51038959,*30 day min - Beautiful Historic Irvington  - Pdx,412935277,Ryan,,Irvington,45.53702,-122.65786,Entire home/apt,160,30,2,11/21/2021,0.8,1,60,2,
51042776,A home you will love | Studio in Portland,359069961,Casey,,Portland Downtown,45.52171,-122.68334,Entire home/apt,144,30,0,,,39,365,0,
51042779,A home you will love | 1BR in Portland,359069961,Casey,,Portland Downtown,45.52125,-122.68447,Entire home/apt,151,30,0,,,39,365,0,
51042946,Funky Art Basement in the Alberta Arts District,12038869,Jasper,,King,45.56031,-122.65338,Entire home/apt,73,1,24,12/5/2021,5.71,1,158,24,City registration pending
51045478,Cozy 3 BDRM close to Freeway and Nature,22576107,Noelle,,Pleasant Valley,45.47556,-122.54135,Entire home/apt,149,7,6,11/30/2021,1.15,1,0,6,City registration pending
51083931,St. John’s/cathedral park getaway,298041369,Russell,,St. Johns,45.59819,-122.74651,Entire home/apt,96,1,24,12/15/2021,5.9,1,77,24,City registration pending
51089279,Charming historic house close to parks + MAX,18511707,Nick,,Humboldt,45.56598,-122.67462,Private room,99,3,4,12/10/2021,0.98,1,364,4,City registration pending
51090503,"1 Bedroom + Flex Room - Bright, Modern Pearl Condo",413396493,William,,Pearl,45.531918,-122.680618,Entire home/apt,118,31,2,12/11/2021,1.36,1,223,2,
51100996,Bright and sweet Concordia studio,1508937,Cynthia,,Concordia,45.56821,-122.6252,Entire home/apt,85,3,11,12/3/2021,2.34,1,0,11,City registration pending
51123132,Riverfront Condo with pool & hot tub!,49163711,Hanna,,Old Town/Chinatown,45.52877,-122.67446,Entire home/apt,139,1,8,12/11/2021,6.15,1,216,8,City registration pending
51126705,Stylish 1BR garden guesthouse with patio near UofP,8946045,Craig & Lisa,,University Park,45.57673,-122.7243,Entire home/apt,80,2,12,12/12/2021,5.45,1,270,12,21-080486-000-00-HO
51127176,Perfectly Portland Clinton St Guesthouse,7076896,Jayme,,Richmond,45.50219,-122.63176,Entire home/apt,127,1,28,12/14/2021,7.78,1,18,28,City registration pending
51127995,SW Mid Century Modern Stay,127429,Kara,,Markham,45.45589,-122.70494,Entire home/apt,300,3,1,11/27/2021,1,1,77,1,City registration pending
51147934,Relax & Enjoy our Columbia River Floating Home,45693735,Marshall,,Hayden Island,45.61205,-122.68728,Entire home/apt,334,1,12,12/16/2021,3.64,1,360,12,City registration pending
51152002,#StayInMyDistrict Arbor Lodge & Popular Overlook,3142393,Amy,,Overlook,45.56556,-122.6864,Entire home/apt,72,1,27,12/4/2021,5.63,24,104,27,City registration pending
51154092,"Relaxing Home Outside the City, Beautiful Backyard",54418417,Garren,,Hayhurst,45.47821,-122.72931,Entire home/apt,154,13,0,,,1,149,0,City registration pending
51154965,Entire Home: Luxury City View & Hidden Oasis,9249163,Caitlin,,Southwest Hills,45.50777,-122.68866,Entire home/apt,450,3,8,11/22/2021,1.88,1,63,8,City registration pending
51174832,Cozy 1-bedroom private bath in little Portlandia,354842988,Emma,,Kenton,45.58568,-122.69597,Private room,54,1,27,12/17/2021,9,1,66,27,City registration pending
51177526,Spacious King Suite with work area in SE  bungalow,1458575,Melanie And Ronaldo,,Creston-Kenilworth,45.49225,-122.63445,Private room,42,30,0,,,1,259,0,
51179698,Cheerful Back to Basics Room,92990192,Nicole M.,,Centennial,45.4951,-122.48974,Private room,50,1,1,11/1/2021,0.6,1,348,1,City registration pending
51188070,Peaceful Writers' Retreat with Hot Tub,13749295,Jo,,Humboldt,45.56574,-122.67818,Entire home/apt,76,2,8,12/14/2021,3.58,1,74,8,City registration pending
51229578,Lovely 2- bedroom unit with parking on premises.,414380696,Adelina,,Sumner,45.56068,-122.57195,Entire home/apt,99,1,11,11/28/2021,2.58,2,137,11,City registration pending
51236349,Rocky Butte Boho Retreat (8 min to PDX),32831349,Tristan,,Madison South,45.55043,-122.57593,Entire home/apt,104,1,28,12/12/2021,5.83,1,85,28,City registration pending
51246235,Amazing Bohemian 1 Bed in Ladd's Addition,88253867,Jordan,,Hosford-Abernethy,45.50747,-122.65433,Entire home/apt,75,1,48,12/14/2021,10,12,352,48,Exempt
51269549,Santa Monica Vibes in PDX ~ Food Carts & Roasters,193973403,Matthew,,Buckman,45.51341,-122.64551,Entire home/apt,106,1,47,12/14/2021,9.72,2,337,47,Exempt
51270364,Classic Portland Craftsman near Mississippi Ave.,42022271,Janet,,Boise,45.54662,-122.67718,Entire home/apt,121,30,0,,,1,72,0,
51284488,"Whole house, Sellwood, Renovation in high swing!!",7063846,Jennifer,,Sellwood-Moreland Improvement League,45.48228,-122.64826,Entire home/apt,145,30,0,,,1,364,0,
51287119,"HAWTHORNE HOUSE! 5bd 2ba, 99 Walk Score, Sleeps 10",415317125,Megan,,Richmond,45.51055,-122.62428,Entire home/apt,225,2,23,12/16/2021,4.89,1,150,23,Exempt
51287230,Newly Renovated Hawthorne Retreat- Private Apt!,221421926,Descansa Property,,Richmond,45.51061,-122.61565,Entire home/apt,85,30,1,9/8/2021,0.29,18,70,1,
51308901,Perfect Hawthorne Micro By Top Shopping & Dinning,193265498,Daniel,,Buckman,45.51314,-122.63917,Entire home/apt,69,1,40,12/16/2021,8.28,9,363,40,Exempt
51323324,The Original Portland Mayor Estate ~ 6 Beds,112948298,Jake,,Northwest District,45.53813,-122.69428,Entire home/apt,287,2,17,12/8/2021,3.98,1,302,17,Exempt
51327322,LIL’ MISS - luxe one bedroom condo with deck,17972480,Peter,,Humboldt,45.55495,-122.67566,Entire home/apt,155,1,11,12/9/2021,5.08,1,351,11,City registration pending
51331556,21st Floor PH-style w/Balcony in South Waterfront!,186665149,Senclair,,South Portland,45.4949,-122.67089,Entire home/apt,113,4,3,12/11/2021,1.64,1,255,3,City registration pending
51345984,Back to Nature Oversized Tiny Home,14419342,Stacy,,Hazelwood,45.521393,-122.518166,Entire home/apt,120,2,10,11/14/2021,2.22,2,1,10,City registration pending
51351569,Modern 1BR in Portland w/ Amenities + Parking,48005494,Zeus,,Portland Downtown,45.51486,-122.67808,Entire home/apt,124,30,1,10/30/2021,0.58,17,316,1,
51351570,Pet-Friendly 1BR in Portland Near Parks & Shops,48005494,Zeus,,Portland Downtown,45.5146,-122.67681,Entire home/apt,114,30,1,9/30/2021,0.37,17,268,1,
51351571,Spacious 2BR in Portland w/ Parking + Pool,48005494,Zeus,,Portland Downtown,45.51308,-122.67687,Entire home/apt,146,30,1,10/16/2021,0.45,17,329,1,
51351572,Furnished 2BR in Portland with Parking,48005494,Zeus,,Portland Downtown,45.51454,-122.67706,Entire home/apt,145,30,0,,,17,344,0,
51351573,Welcoming 2BR in Portland Near Downtown & Museums,48005494,Zeus,,Portland Downtown,45.51501,-122.67787,Entire home/apt,153,30,0,,,17,281,0,
51364294,Nice 2 bedroom with a wrap around view,266129877,Simon,,Humboldt,45.5618,-122.66792,Entire home/apt,125,2,3,8/17/2021,0.69,1,83,3,Exempt
51399981,Downtown Victorian With A View of Mt St Helens,14660284,Corrie,,Southwest Hills,45.51131,-122.69231,Entire home/apt,160,3,1,11/27/2021,1,1,0,1,City registration pending
51408755,Spacious suite with private garden entrance,111927582,Kristin,,Cully,45.55834,-122.58834,Private room,60,2,5,11/28/2021,2.59,1,5,5,City registration pending
51422753,"Lovely 2 Bedroom Condo, Private Rooftop River View",17264703,Bob And Karen,,Old Town/Chinatown,45.5277,-122.67129,Entire home/apt,120,31,1,11/5/2021,0.65,3,250,1,
51425365,Private Studio w/ Full Kitchen & Hot Pool,204731061,Meg,,Pearl,45.53368,-122.68413,Entire home/apt,139,2,15,11/20/2021,3.91,1,78,15,City registration pending
51437092,Million dollar views @ Nicki's Airbnb Down town,103330725,Nicki & Tamar,,Goose Hollow,45.51593,-122.69253,Entire home/apt,85,1,47,12/19/2021,10.37,1,297,47,City registration pending
51448944,Central Pearl District Condo in Downtown PDX,5888241,Yuting,,Pearl,45.53118,-122.68092,Entire home/apt,175,5,5,10/18/2021,1.29,1,18,5,City registration pending
51449531,Portland High Rise,42727837,Sharon,,Buckman,45.52158,-122.66346,Entire home/apt,165,4,0,,,1,179,0,City registration pending
51451750,Awesome close to downtown rental,336624314,Not,,Buckman,45.51895,-122.65209,Entire home/apt,53,1,1,9/19/2021,0.32,1,349,1,City registration pending
51459950,Landing | Modern Apartment with Amazing Amenities (ID243914),263502162,Landing,,Richmond,45.50585,-122.63228,Entire home/apt,101,30,0,,,13,329,0,
51463289,Landing | Modern Apartment with Amazing Amenities (ID514589),263502162,Landing,,Sellwood-Moreland Improvement League,45.48845,-122.6519,Entire home/apt,92,30,0,,,13,343,0,
51464443,Cozy 1-bedroom guest suite in NE Portland,20132006,Hayden,,Beaumont-Wilshire,45.55404,-122.62883,Entire home/apt,90,2,10,11/7/2021,2.29,1,79,10,City registration pending
51476745,AMAZING view top floor 2BD Condo near Downtown PDX,150212199,Wilson,,Arbor Lodge,45.57107,-122.68605,Entire home/apt,114,2,10,12/13/2021,2.8,1,155,10,City registration pending
51492215,Spacious Boho Chic 1bdrm in Roseway NE PDX,103302433,Steven,,Roseway,45.55,-122.59731,Entire home/apt,97,2,8,12/4/2021,3.53,1,171,8,City registration pending
51507503,"Custom Tiny House w/ Train Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52706,-122.63732,Entire home/apt,128,1,0,,,24,358,0,Exempt
51507853,"Custom Tiny House w/ Bamboo Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.5274,-122.63732,Entire home/apt,128,1,2,10/1/2021,0.65,24,357,2,Exempt
51508015,"Custom Tiny House w/ Barn Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52707,-122.63742,Entire home/apt,131,1,3,11/6/2021,1.53,24,364,3,Exempt
51508254,"Custom Tiny House w/ Beach Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52729,-122.63789,Entire home/apt,128,1,3,11/13/2021,1.03,24,359,3,Exempt
51508397,"Custom Tiny House w/ Cabin Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52525,-122.63879,Entire home/apt,128,1,1,11/14/2021,0.81,24,362,1,Exempt
51508489,"Custom Tiny House w/ Cottage Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52729,-122.63929,Entire home/apt,128,1,3,11/9/2021,2,24,355,3,Exempt
51508632,"Custom Tiny House w/ Boho Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52687,-122.63744,Entire home/apt,131,1,5,12/4/2021,1.49,24,362,5,Exempt
51508698,"Custom Tiny House w/ Vino Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52527,-122.63894,Entire home/apt,128,1,5,11/29/2021,1.74,24,364,5,Exempt
51508728,"Custom Tiny House w/ Modern Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52559,-122.6394,Entire home/apt,128,1,4,12/12/2021,1.5,24,362,4,Exempt
51509039,"Custom Tiny House w/ Finnish Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52569,-122.63927,Entire home/apt,149,1,1,11/14/2021,0.81,24,359,1,Exempt
51510456,Kenton Garden Home: 2min to shops food & transit,51249144,Bryan,,Kenton,45.582539,-122.683838,Entire home/apt,186,2,7,12/18/2021,4.77,1,134,7,21-086997-000-00-HO
51521146,"Custom Tiny House w/ Zen Vibes, Shared Fire-Pit, Kitchenette, Surrounded by Bars & Restaurants",62261998,ITrip Vacations,,Kerns,45.52682,-122.63942,Entire home/apt,128,1,0,,,24,364,0,Exempt
51523122,Quite 1-bedroom Montavilla stay,100544418,Dominique,,Montavilla,45.51402,-122.58069,Entire home/apt,199,1,0,,,1,364,0,City registration pending
51530741,Gorgeous upscale house in quiet setting NO PARTIES,340299703,Bo,,Homestead,45.49671,-122.69255,Entire home/apt,375,3,9,11/28/2021,2.25,1,0,9,City registration pending
51534118,"Newly Remodeled, Charming 2 Bedroom in SE, Pets OK",78879277,Elizabeth,,Mt. Scott-Arleta,45.48143,-122.59633,Entire home/apt,120,30,0,,,4,202,0,
51538531,Cute 1 bedroom apartment 2 blocks from SE Division,47660612,Damian,,Richmond,45.50263,-122.63034,Entire home/apt,131,1,7,11/16/2021,1.74,1,352,7,City registration pending
51552758,Flawless 1BR Apartment in Portland w/ Parking,48005494,Zeus,,Northwest District,45.53541,-122.6964,Entire home/apt,117,30,2,10/25/2021,0.61,17,237,2,
51552759,Contemporary 2BR Apartment in Portland + Parking,48005494,Zeus,,Northwest District,45.53387,-122.69586,Entire home/apt,153,30,1,9/12/2021,0.3,17,324,1,
51552760,Beautiful Studio Apartment in Portland + Parking,48005494,Zeus,,Northwest District,45.53641,-122.69469,Entire home/apt,62,30,1,9/15/2021,0.31,17,331,1,
51552761,Charming Studio Apartment in Portland with Parking,48005494,Zeus,,Northwest District,45.53453,-122.69429,Entire home/apt,112,30,0,,,17,286,0,
51552762,Pet-Friendly 1BR in Portland + Parking Included,48005494,Zeus,,Northwest District,45.5346,-122.69636,Entire home/apt,106,30,0,,,17,345,0,
51554340,Comfortable Studio with free parking on premises,95479282,Brandon,,Lents,45.48173,-122.57361,Entire home/apt,55,1,5,12/4/2021,4.69,1,1,5,2018-245298-000-00-HO
51559863,Private 1 bedroom in residential home in Portland,122521267,Craig,,Hosford-Abernethy,45.50504,-122.64464,Private room,25,30,0,,,1,322,0,
51560585,Magnificent Roseway Suite with Lots to Love!,124710829,Ryan,,Roseway,45.55163,-122.59445,Entire home/apt,87,1,12,12/15/2021,3.4,1,251,12,City registration pending
51574536,A home you will love | 1BR in Portland,359069961,Casey,,Portland Downtown,45.52162,-122.68464,Entire home/apt,149,30,1,10/26/2021,0.54,39,365,1,
51575566,Urban Nature Sanctuary,350032602,Kelly,,East Columbia,45.59266,-122.64823,Entire home/apt,170,7,1,12/15/2021,1,1,14,1,City registration pending
51580579,RestWell Room (month to month only),1307164,Hilary,,Hosford-Abernethy,45.50972,-122.64347,Private room,55,30,2,12/15/2021,0.76,2,322,2,
51585236,Adorable Alberta Arts Apartment - Private Entrance,565911,Adam,,Alameda,45.5541,-122.63747,Entire home/apt,65,2,2,12/6/2021,2,1,346,2,City registration pending
51595958,Belmont 2BR Apartment,310185732,Dylan,,Buckman,45.51832,-122.64976,Entire home/apt,89,1,14,11/28/2021,3.41,1,153,14,Exempt
51603776,"Large, Historic Central 6 bed home! 91 Walk Score!",332365115,Kaleigh,,King,45.54926,-122.66105,Entire home/apt,439,2,3,10/24/2021,1.08,3,193,3,Exempt
51617173,Upscale guest suite with kitchenette,90876848,Yls,,Pleasant Valley,45.47229,-122.54271,Entire home/apt,78,4,2,10/19/2021,0.75,4,71,2,2021-031443000-00-ho
51618968,Hollywood Haven,59546078,Stacey,,Hollywood,45.53477,-122.61593,Entire home/apt,124,2,7,11/19/2021,2.66,1,359,7,21-027775-000-00-HO
51623504,The Alberta Spot: Private Suite in NE Neighborhood,51450038,Carrie,,Vernon,45.55947,-122.64461,Entire home/apt,75,1,9,12/19/2021,2.52,1,317,9,City registration pending
51639450,•Theater •Studio•,54335395,Marcie,,Cathedral Park,45.58875,-122.76059,Entire home/apt,82,2,4,11/17/2021,1.03,3,85,4,City registration pending
51641308,Pdx Luxury family home,359037027,Vladimir,,Parkrose Heights,45.54497,-122.54664,Entire home/apt,151,1,9,11/26/2021,2.23,1,83,9,City registration pending
51657495,"Stay A While - 3b/2b  Cheerful, sweet, perf lo-cal",702623,Tyesha,,King,45.55429,-122.65748,Entire home/apt,150,30,0,,,1,328,0,
51688969,Greenhouse King with Private Bath,54667782,Fatima,,Powellhurst-Gilbert,45.50288,-122.55231,Private room,65,3,1,8/21/2021,0.25,2,46,1,City registration pending
51696208,Garden hideaway steps from classic PDX favorites,15916244,Nancy,,Goose Hollow,45.52078,-122.6971,Private room,99,3,13,12/13/2021,3.42,1,16,13,City registration pending
51705207,Upscale 2B/2Bth Condo With A View!,57554369,Kayla,,Portland Downtown,45.50939725,-122.6786565,Entire home/apt,132,30,0,,,1,364,0,
51708497,Barsala at KoZ | Pearl District Studio Apartment,366970586,Barsala Portland,,Northwest District,45.5299,-122.68748,Entire home/apt,79,1,132,12/12/2021,31.94,12,365,132,Exempt
51715982,#StayInMyDistrict Woodlawn Eclectic -Walk to Dekum,3142393,Amy,,Woodlawn,45.57223,-122.65065,Entire home/apt,68,1,17,12/14/2021,4.25,24,178,17,City registration pending
51716811,Lovely 2 bedroom Presidential unit in Portland,357126676,Richard,,Old Town/Chinatown,45.51975,-122.67157,Entire home/apt,150,4,0,,,1,0,0,Exempt
51726845,*AMAZING LOCATION*  Beautiful 1 Bedroom Apartment,52609760,Becky,,Portland Downtown,45.51025,-122.68318,Entire home/apt,138,1,18,11/22/2021,5,3,99,18,City registration pending
51731517,Historic Mott Sisters Style Salon-Near Moda Center,115674426,Blake,,Eliot,45.53724,-122.66912,Entire home/apt,158,1,7,11/28/2021,2.84,1,77,7,21-077971-000-00-HO
51744955,Adorable 1-bedroom apt-historic Alberta farmhouse,56752027,Abbie & Jeff,,Concordia,45.56173,-122.64012,Entire home/apt,95,30,0,,,2,285,0,
51749716,Incredible apartment home | 1BR in Portland,359069961,Casey,,Portland Downtown,45.51459,-122.68579,Entire home/apt,172,30,0,,,39,365,0,
51762640,Welcoming Studio Apartment in Portland w/ Gym,48005494,Zeus,,Lloyd District,45.53277,-122.6615,Entire home/apt,96,30,0,,,17,316,0,
51764646,Beautiful Modern 4BR home in great PDX location.,351653210,Christiaan,,Sunnyside,45.5149,-122.627304,Entire home/apt,177,31,2,12/16/2021,1.2,1,113,2,City registration pending
51766581,Cheerful 2b whole house/fenced backyard,3790403,Martha Fabiola,,Portsmouth,45.58513,-122.73076,Entire home/apt,150,3,1,9/26/2021,0.35,1,216,1,City registration pending
51770185,5 Bdrm Luxury Home in Portland close to everything,345060168,Vacation Buzz,,Irvington,45.53757,-122.64976,Entire home/apt,1150,2,0,,,1,364,0,18-172358-000-00-LU
51771121,"Detached Studio · Bright, Quiet & Private Parking",17216363,Flavia&Austin,,Brooklyn Action Corps,45.4917,-122.64956,Entire home/apt,75,30,2,11/26/2021,0.73,1,98,2,
51787353,Unwind and Relax at Oelani in Pearl District,371344333,Oelani,,Pearl,45.52619,-122.67988,Entire home/apt,146,1,13,11/28/2021,3.39,1,355,13,City registration pending
51789454,Central and Spacious 2 bedrooms residential home,419546235,Ahmad,,West Portland Park,45.44601584,-122.7300026,Entire home/apt,122,4,0,,,1,360,0,City registration pending
51803272,Sellwood Guest House with 92 Walk Score!,419668534,Gretchen,,Sellwood-Moreland Improvement League,45.46974,-122.65099,Entire home/apt,97,2,2,9/25/2021,0.58,1,21,2,21-052617-000-00-HO
51804031,mountain suite w/ perfect location + perfect view,417913151,Sean,,Goose Hollow,45.51506,-122.69578,Private room,85,2,10,12/7/2021,3.03,1,183,10,City registration pending
51804199,Luxurious Alphabet District Home - 99 Walk Score,419668128,Antonette,,Northwest District,45.5261,-122.69399,Entire home/apt,171,2,16,12/6/2021,4.62,1,240,16,Exempt
51820614,Chic and Stunning Southeast Sanctuary w/ hot tub!,221421926,Descansa Property,,Mill Park,45.51897,-122.54665,Entire home/apt,214,2,8,11/27/2021,2.24,18,214,8,City registration pending
51823401,"Barsala | Pearl District 1BD, walk to everything!",366970586,Barsala Portland,,Pearl,45.5245,-122.6796,Entire home/apt,149,1,5,11/26/2021,2.21,12,100,5,Exempt
51823402,Barsala | Downtown Pearl District 2BD,366970586,Barsala Portland,,Pearl,45.52337,-122.67934,Entire home/apt,230,1,2,11/28/2021,1.33,12,99,2,Exempt
51823403,Barsala | Modern 1BD w/ Peninsula Park just up the road,366970586,Barsala Portland,,Eliot,45.5472,-122.6651,Entire home/apt,166,2,12,11/24/2021,3.16,12,202,12,Exempt
51823507,Charming Southwest Style Bungalow,42734493,Chad,,Concordia,45.56727,-122.64214,Entire home/apt,190,2,7,12/7/2021,2.92,1,144,7,City registration pending
51824351,1BD near E Burnside St | Barsala,366970586,Barsala Portland,,Kerns,45.52328,-122.65562,Entire home/apt,122,2,3,11/21/2021,0.85,12,159,3,Exempt
51825577,Great Downtown Location- Walk to Everything!,60624037,Eric,,Goose Hollow,45.52191,-122.68741,Entire home/apt,59,30,1,11/1/2021,0.6,2,115,1,
51828909,Artists Loft Perched in the Heart of Nob Hill,3423772,Dustin,,Northwest District,45.52681,-122.69454,Entire home/apt,115,30,0,,,1,337,0,
51846580,Spacious 2BR in Portland Near the Pearl District,48005494,Zeus,,Lloyd District,45.53296,-122.6623,Entire home/apt,142,30,0,,,17,322,0,
51847475,Wintertime Coziness/Private 2021 Travel Trailer,420002043,Micheal,,Powellhurst-Gilbert,45.48646,-122.53432,Entire home/apt,98,1,2,11/27/2021,1.54,1,352,2,City registration pending
51849527,"Hollywood District- close to theatre, bars, food",14854564,Melanie,,Hollywood,45.53535,-122.61623,Private room,70,1,7,10/30/2021,1.84,1,0,7,City registration pending
51859237,Bright Studio Apartment in Portland Near Downtown,48005494,Zeus,,Lloyd District,45.53125,-122.66131,Entire home/apt,87,30,0,,,17,252,0,
51860877,Pet-Friendly 1BR Apartment in Portland + Amenities,48005494,Zeus,,Lloyd District,45.53082,-122.66079,Entire home/apt,92,30,0,,,17,363,0,
51862382,"A Cat Lovers Paradise in Portland, Oregon",39090404,Stephani,,Creston-Kenilworth,45.49447,-122.62166,Entire home/apt,131,2,2,11/8/2021,1.2,1,335,2,City registration pending
51864054,Heart of Williams: Spacious Modern Pied a Terre,58532,Jane,,Boise,45.54953,-122.66745,Entire home/apt,226,4,1,9/12/2021,0.3,2,0,1,19-268628-000-00-LU
51869580,Charming Suite Near Mount Tabor Park!,420592638,Merlin,,Mt. Tabor,45.52077,-122.59784,Entire home/apt,109,1,4,11/30/2021,1.58,1,276,4,City registration pending
51903538,Lovely 1BR Apartment in Portland with Gym,48005494,Zeus,,Lloyd District,45.53106,-122.66163,Entire home/apt,109,30,0,,,17,275,0,
51906846,Furnished 2BR Apartment in Portland + Amenities,48005494,Zeus,,Lloyd District,45.53283,-122.66254,Entire home/apt,143,30,0,,,17,240,0,
51907361,Comfort on the Waterfront (private room downtown),132869260,Leah,,Old Town/Chinatown,45.52672,-122.6705,Private room,87,1,4,11/15/2021,2.03,1,355,4,City registration pending
51907687,3 bedroom family friendly house in cul-de-sac.,12773385,Ryan,,Portsmouth,45.58962,-122.73138,Entire home/apt,88,30,0,,,1,310,0,
51921983,University Park location,148285986,Phillip,,University Park,45.58368594,-122.7303363,Private room,135,1,0,,,1,364,0,City registration pending
51923722,Very Private Cottage,23942166,Paula,,Vernon,45.55833698,-122.6451419,Entire home/apt,150,1,1,9/19/2021,0.32,3,353,1,Exempt
51929609,Newly Renovated cozy Farmhouse 2 bedroom stay!,420613117,David,,Brentwood-Darlington,45.47114,-122.58469,Entire home/apt,155,2,6,12/5/2021,2.37,1,355,6,City registration pending
51934942,Pull-out couch in chic 1Br 2-floor Sellwood Condo,175011145,Brenna,,Sellwood-Moreland Improvement League,45.46547,-122.66033,Entire home/apt,85,1,0,,,2,347,0,City registration pending
51958087,Blue Casa  @14th Place- 3 level home,2479544,The Joneses,,Vernon,45.56148,-122.65038,Entire home/apt,556,2,3,12/5/2021,0.8,1,173,3,18-136384-000-00-LU
51961008,"Upscale, cozy 2BD/2BA w/ balcony",420840100,Sara,,Bridgeton,45.60305,-122.67659,Entire home/apt,155,4,1,12/4/2021,1,3,70,1,City registration pending
51968259,Updated Family Home on a Quarter of an Acre in SW,40474794,Emily,,Hayhurst,45.48111,-122.71842,Entire home/apt,170,30,0,,,1,139,0,
51971055,"Sellwood Retreat, New Construction, Open Patio w/ Deck, BBQ and Fire-Table, Walk to Parks and Food",62261998,ITrip Vacations,,Sellwood-Moreland Improvement League,45.46832,-122.65085,Entire home/apt,188,3,6,11/27/2021,1.7,24,350,6,City registration pending
